,subject,nll,bic,model,alpha,gamma,beta
11,11,182.11868827486842,380.48567775635007,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,0.30710635926923396,1.0,0.41795072098648645
