,subject,nll,bic,model,alpha,gamma,beta
17,17,195.57296977123076,407.39424074907475,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,0.38432783306535323,0.7338945585994283,0.379479054857067
