,subject,nll,bic,model,alpha,gamma,beta
37,37,158.42240666210733,333.0931145308279,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,0.3578301488684854,0.36114685002843855,1.2147885684385409
