,subject,nll,bic,model,alpha,gamma,beta
23,23,167.45393490448095,351.1561710155751,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,1.145018617324246,1.0,0.03457817209784977
