,subject,nll,bic,model,alpha,gamma,beta
39,39,190.18292809577434,396.6141573981619,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,1.5112724249488245,1.0,0.010006928899454072
