,subject,nll,bic,model,alpha,gamma,beta
27,27,173.5407802160165,363.3298616386462,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,0.24413764475417704,1.0,0.8356146947772227
