,subject,nll,bic,model,alpha,gamma,beta
4,4,217.80912163315045,451.86654447291414,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,0.44618221342273723,1.0,0.08079374103457887
