,subject,nll,bic,model,alpha,gamma,beta
12,12,180.48790043500208,377.2241020766174,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,0.292119046174967,1.0,0.5701218655529803
