,subject,nll,bic,model,alpha,gamma,beta
32,32,179.59282495686068,375.4339511203346,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,1.0931311008637437,1.0,0.03355357400513533
