,subject,nll,bic,model,alpha,gamma,beta
0,0,228.09088344180992,472.4300680902331,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,0.9225527073351492,1.0,0.011348703544387797
