,subject,nll,bic,model,alpha,gamma,beta
16,16,152.59477311811932,321.4378474428519,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,0.7179401807651498,0.6832536842199782,0.16361682315552195
