,subject,nll,bic,model,alpha,gamma,beta
18,18,136.53318813891545,289.31467748444413,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-none,0.4108224880359126,0.6495452060254279,0.7172234830738615
