,subject,nll,bic,model,w_p,theta,lam,phi,beta
10,10,118.1163396610946,263.3131813332113,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-gaze-dependent,0.9709675154314984,0.7251363207977071,0.5187844240781265,0.013642616554070919,10.0
