,subject,nll,bic,model,w_p,theta,lam,phi,beta
6,6,100.81180650517861,228.70411502137932,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-gaze-dependent,0.45868459633694053,0.7813410234928433,0.6705256516008217,0.0,10.0
