,subject,nll,bic,model,w_p,lam,phi,wd,beta
5,5,204.080466607348,435.2414352257181,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.9754402574716213,0.0943362426507999,0.0009035224183943599,21.602417088868297,6.79117456383358
