,subject,nll,bic,model,w_p,lam,phi,wd,beta
34,34,220.68983512209184,468.46017225520575,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.05556478123501933,0.17784749502800976,0.013911548526653114,48.426236519935244,2.6558654078417856
