,subject,nll,bic,model,w_p,lam,phi,wd,beta
13,13,203.01057534855113,433.10165270812433,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.5656096073305319,0.872321592731583,3.94927756580347e-07,21.985011594082625,7.4156610100149045
