,subject,nll,bic,model,w_p,lam,phi,wd,beta
4,4,226.88241867766365,480.8453393663494,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,4.721066734678584e-10,0.04866481492282715,0.09378329727539536,41.306861507978766,1.3822074993823696
