,subject,nll,bic,model,w_p,lam,phi,wd,beta
10,10,242.05076304770648,511.18202810643504,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-free_inh-distance-dependent,0.43355661037566223,0.2721665376210861,0.5695723658722831,28.912379825446216,0.04454437377326406
