,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
3,3,131.10001258434454,294.6966275819156,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.6080764892162202,1.0,1.0,0.6044158834093186,0.0,2.992278997364486
