,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
36,36,118.23897256937308,268.97454755197265,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.982140048585785,0.40986687274650707,1.0,0.17759465621685674,0.0,5.104493180028292
