,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
5,5,77.55250277803653,187.60160796929958,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.15592983352253761,1.0,0.8509817852818385,0.7481135605184609,0.35839129344053505,10.0
