,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
2,2,75.03839511261982,182.57339263846617,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.1297679679170031,1.0,1.0,0.8320384492490235,0.7901707888279764,7.631049703085569
