,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
18,18,93.8013637423967,220.09932989801993,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.3667870904650987,0.4937678690889251,0.8515099129586676,0.8552554273329344,0.8619766640360551,5.721892432160786
