,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
8,8,107.4479524413673,247.39250729596114,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.14879281544261547,1.0,1.0,0.8503363817719923,0.6694154459919319,9.102634237160897
