,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
0,0,100.2096666036914,232.91593562060933,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-none,0.4408171790989753,0.5633054798656553,1.0,0.5120990897656,0.5469608189530815,3.0558211625612066
