,subject,nll,bic,model,w_p,lam,phi,wd,beta
36,36,160.77831811409263,348.63713823920733,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.8745662983295968,0.46446471715536647,0.000321096079567957,42.224889761091504,9.843978288615254
