,subject,nll,bic,model,w_p,lam,phi,wd,beta
38,38,180.0256301224041,387.13176225583027,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.5075057740592105,0.4963852911400493,7.64030887816981e-06,1.9024151047412914,9.893263042823138
