,subject,nll,bic,model,w_p,lam,phi,wd,beta
23,23,173.86897417036448,374.81845035175104,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.3787294568812909,0.7290518068961862,2.9787541539197042e-05,41.26865104277894,4.087427353504844
