,subject,nll,bic,model,w_p,lam,phi,wd,beta
24,24,138.26542655968325,303.6113551303886,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.8346922276456029,0.5375114100193087,9.690816038607225e-05,17.643748264413045,9.97529230387353
