,subject,nll,bic,model,w_p,eta,lam,phi,beta
0,0,237.53109574492692,502.1426935008759,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-gaze-dependent,0.5096027617270517,0.9410429962108717,0.0,0.4251767083730067,5.46276558347927
