,subject,nll,bic,model,w_p,eta,lam,phi,beta
19,19,221.41884713668065,469.9181962843834,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-gaze-dependent,0.5239829595583381,0.96522065173964,0.09167387420396003,0.4954784594528085,10.0
