,subject,nll,bic,model,alpha,gamma,phi,beta
6,6,142.0585122030874,305.78142601499246,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.8585828083932268,0.862049107386623,0.0005079539366598872,0.08756034320163175
