,subject,nll,bic,model,alpha,gamma,phi,beta
39,39,179.48358272855864,380.631567065935,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,1.2384622280045297,0.9098567991255722,0.04719145354902549,0.026075318400454003
