,subject,nll,bic,model,alpha,gamma,phi,beta
9,9,84.7759459511167,191.21629351105108,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.2311050721270392,1.0,0.05351896147275126,1.14587809397347
