,subject,nll,bic,model,alpha,gamma,phi,beta
23,23,130.04317468083434,281.75075097048637,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,1.0609712440539052,0.9315125152265993,0.04459226972419237,0.045465495184449006
