,subject,nll,bic,model,alpha,gamma,phi,beta
33,33,146.21989204689115,314.1041857026,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-gaze-dependent,0.5245198583839931,0.6247345783785289,0.029727394714058754,0.4792985435012193
