,subject,nll,bic,model,alpha,gamma,theta,lam,beta
14,14,133.36505969893986,293.8106214089018,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.39233313312130175,0.33953166618046715,0.6956025739086117,0.8110382757491752,3.466161181867765
