,subject,nll,bic,model,alpha,gamma,theta,lam,beta
4,4,158.31036121949288,343.7012244500078,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.3789805219303666,1.0,0.4634847590398718,0.8102572625596304,0.5689367872651463
