,subject,nll,bic,model,alpha,gamma,theta,lam,beta
24,24,73.14848913976815,173.3774802905584,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.25505815150251043,1.0,0.819827537069333,0.6844716842312858,4.848440881867259
