,subject,nll,bic,model,alpha,gamma,theta,lam,beta
13,13,82.37883587966112,191.83817377034435,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.700487263683802,0.8764328132959506,0.4511144399572754,0.9136673250838464,0.30363874637180827
