,subject,nll,bic,model,alpha,gamma,theta,lam,beta
34,34,128.39928295166231,283.8790679143467,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-none,0.591378583597498,0.8908564479940535,0.7270272570701493,0.7556859251713843,0.7766405502516346
