,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
42,42,102.66299121003217,237.82258483329088,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.5858880489479995,0.3863161795356745,0.5397809728317121,0.6749339016533771,0.0,1.0040075318693225
