,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
13,13,89.38350757531165,211.26361756384983,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.7004670701893667,1.0,0.6993521638987912,0.8752623138694152,0.00510332186075709,0.20795769446329423
