,subject,nll,bic,model,w_p,theta,lam,phi,beta
27,27,121.61676819988429,270.31403841079066,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.8206319342673003,0.6980706719709663,0.825099242921897,0.0,7.127665368330822
