,subject,nll,bic,model,w_p,theta,lam,phi,beta
23,23,114.62284406273498,256.3261901364921,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.3273587566386494,0.38939228304366125,0.8697063336532822,0.0,3.084510798098571
