,subject,nll,bic,model,w_p,eta,lam,phi,beta
16,16,161.3559943752719,349.7924907615659,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,0.5025113999784182,0.9634633604157378,0.38371114992475736,0.08593963228046561,10.0
