,subject,nll,bic,model,w_p,eta,lam,phi,beta
8,8,174.06465274574595,375.20980750251397,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,0.8775686078079025,0.9945713454058104,0.6622266268911702,0.0054547783704417254,6.428364338406281
