,subject,nll,bic,model,w_p,eta,lam,phi,beta
15,15,203.91721669901028,434.91493540904264,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-free,0.7828742914308264,1.0,0.011889806253747038,0.11132413374572989,8.085321524432953
