,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
13,13,89.40756751134256,222.1439382403205,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.7017181692953024,1.0,1.0,0.8768122781321116,1.3887577728680897e-05,42.3105784237391,0.8622289359473897,0.15497473552050733
