,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
42,42,99.14201047985381,241.612824177343,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.56701437581233,0.4022487190119656,0.9973508274613433,0.7148823755262346,2.960347323987803e-05,37.62341381065877,0.6609230893040031,0.6127844880623163
