,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
31,31,43.1105857028725,129.54997462338036,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,0.0,1.0,1.0,0.014948140254010717,0.00021719286300316012,19.050643439246137,0.3339418553881982,2.6995719227403816
