,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
16,16,90.83366403190547,224.9961312814463,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-distance-dependent,1.490514216065569,0.9139192137696166,1.0,0.1344094785271641,4.971315719712908e-05,11.62851633623374,0.9063514555478009,0.03454572966969328
