,subject,nll,bic,model,w_p,eta,lam,phi,beta
39,39,128.34989027742336,283.7802825658688,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-gaze-dependent,0.3539878481710897,0.9603872971496165,0.7030342480407386,0.1448817793452367,10.0
