,subject,nll,bic,model,w_p,eta,lam,phi,beta
12,12,119.79898655503406,266.67847512109023,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-gaze-dependent,0.8078105717207706,1.0,0.8608912920906249,0.05557171814222541,10.0
