,subject,nll,bic,model,w_p,eta,lam,phi,beta
33,33,153.7257947030729,334.53209141716786,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-gaze-dependent,0.6460779090734848,1.0,0.8388294960376251,0.08199959404923757,6.530553699483885
