subject_id,block,x_left,y_left,x_right,y_right,success
13,1,0.2725,0.4175,0.2725,0.4175,True
13,2,0.58,1.1,0.58,1.1,False
13,2,0.1725,0.3375,0.1725,0.3375,True
13,3,0.195,0.5225,0.195,0.5225,True
