subject_id,block,x_left,y_left,x_right,y_right,success
2,1,0.23,0.4525,0.23,0.4525,True
2,2,0.8925,0.4575,0.8925,0.4575,True
2,3,1.1525,0.74,1.1525,0.74,False
2,3,0.5875,1.03,0.5875,1.03,False
2,3,0.8,1.34,0.8,1.34,False
2,3,0.93,0.5425,0.93,0.5425,True
