subject_id,block,x_left,y_left,x_right,y_right,success
30,1,0.6325,0.2625,0.6325,0.2625,True
30,2,0.1525,1.1125,0.1525,1.1125,False
30,2,0.52,0.57,0.52,0.57,True
30,3,0.55,0.4725,0.55,0.4725,True
