subject_id,block,x_left,y_left,x_right,y_right,success
27,1,0.395,0.4575,0.395,0.4575,True
27,2,0.5725,1.1075,0.5725,1.1075,False
27,2,0.2375,0.2925,0.2375,0.2925,True
27,3,0.245,0.5025,0.245,0.5025,True
