subject_id,block,x_left,y_left,x_right,y_right,success
22,1,0.64,0.4225,0.64,0.4225,True
22,2,0.8725,1.2725,0.8725,1.2725,False
22,2,1.0175,1.535,1.0175,1.535,False
22,2,0.49,0.35,0.49,0.35,True
22,3,0.47,0.36,0.47,0.36,True
