,subject,nll,bic,model,w_p,theta,lam,beta
7,7,129.63378725351896,280.9319761158556,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.495594811292269,0.7157214377843822,0.8753520536835544,3.9037807033022145
