,subject,nll,bic,model,w_p,theta,lam,beta
41,41,149.20951138144682,320.0834243717113,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.5124223892141138,0.13798281398675546,0.6782969086566222,2.4195407075565996
