,subject,nll,bic,model,w_p,theta,lam,beta
5,5,90.963953531736,203.59230867228968,sb_int-additive_comp-vsmean_gbatt-false_gbalt-true_lk-gaze-dependent_inh-none,0.9085974068289177,0.6018932485558833,0.09132320466329007,10.0
